epoch,step,train/loss_step,val/loss,val/ndcg@10,val/ndcg@5,val/recall@10,val/recall@5
0,99,19.15304183959961,,,,,
0,99,,18.9325008392334,0.001931321225129068,0.0,0.005503086373209953,0.0
